date,Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Voltage(V)
2016-07-01 00:00:00,3.57555961608887,0.069120481610298,6.17503895239402E-11,3.57828855514526,0.069120481610298,6.17503895239402E-11,3.56483364105225
2016-07-01 01:00:00,3.57551193237305,0.177558839321136,6.17503895239402E-11,3.57840013504028,0.177558839321136,6.17503895239402E-11,3.56493091583252
2016-07-01 02:00:00,3.57726287841797,0.286242514848709,6.17503895239402E-11,3.58004140853882,0.286242514848709,6.17503895239402E-11,3.56661605834961
2016-07-01 03:00:00,3.57895946502686,0.394920200109482,6.17503895239402E-11,3.58167505264282,0.394920200109482,6.17503895239402E-11,3.56821060180664
2016-07-01 04:00:00,3.57965850830078,0.503570795059204,6.17503895239402E-11,3.58243417739868,0.503570795059204,6.17503895239402E-11,3.56914234161377
2016-07-01 05:00:00,3.57981586456299,0.612248241901398,6.17503895239402E-11,3.5826563835144,0.612248241901398,6.17503895239402E-11,3.56932353973389
2016-07-01 06:00:00,3.57951354980469,0.720890581607819,6.17503895239402E-11,3.5824408531189,0.720890581607819,6.17503895239402E-11,3.56919384002686
2016-07-01 07:00:00,3.57906627655029,0.828293383121491,6.17503895239402E-11,3.58190202713013,0.828293383121491,6.17503895239402E-11,3.56872749328613
2016-07-01 08:00:00,3.5786247253418,0.069120481610298,6.17503895239402E-11,3.58141565322876,0.069120481610298,6.17503895239402E-11,3.56831932067871
2016-07-01 09:00:00,3.57810211181641,0.177558839321136,6.17503895239402E-11,3.5810694694519,0.177558839321136,6.17503895239402E-11,3.56778621673584
2016-07-01 10:00:00,3.57784366607666,0.286242514848709,6.17503895239402E-11,3.58069467544556,0.286242514848709,6.17503895239402E-11,3.56753253936768
2016-07-01 11:00:00,3.57782459259033,0.394920200109482,6.17503895239402E-11,3.58075094223022,0.394920200109482,6.17503895239402E-11,3.56752014160156
2016-07-01 12:00:00,3.57787799835205,0.720890581607819,6.17503895239402E-11,3.58081007003784,0.720890581607819,6.17503895239402E-11,3.56765365600586
2016-07-01 13:00:00,3.57796478271484,0.069120481610298,6.17503895239402E-11,3.58075571060181,0.069120481610298,6.17503895239402E-11,3.56760787963867
2016-07-01 14:00:00,3.57784843444824,0.177558839321136,6.17503895239402E-11,3.58082056045532,0.177558839321136,6.17503895239402E-11,3.56770515441895
2016-07-01 15:00:00,3.57793807983398,0.286242514848709,6.17503895239402E-11,3.58083963394165,0.286242514848709,6.17503895239402E-11,3.56747436523437
2016-07-01 16:00:00,3.5779504776001,0.394920200109482,6.17503895239402E-11,3.58081769943237,0.394920200109482,6.17503895239402E-11,3.56752967834473
2016-07-01 17:00:00,3.57787609100342,0.503570795059204,6.17503895239402E-11,3.58079767227173,0.503570795059204,6.17503895239402E-11,3.5674409866333
2016-07-01 18:00:00,3.57789039611816,0.612248241901398,6.17503895239402E-11,3.58082628250122,0.612248241901398,6.17503895239402E-11,3.5676097869873
2016-07-01 19:00:00,3.57791614532471,0.720890581607819,6.17503895239402E-11,3.58076429367065,0.720890581607819,6.17503895239402E-11,3.56766319274902
